size,html_len,number_of_links,number_of_buttons,number_of_inputs,number_of_ul,number_of_ol,number_of_lists,number_of_h1,number_of_h2,total_h1_len,total_h2_len,avg_h1_len,avg_h2_len,number_of_images,number_of_tags,number_of_unique_tags,textdata
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139887,46604,149,3,11,2,0,2,1,1,63,8,63.0,8.0,65,639,30,carmen cruz mayor of san juan is a “godsend” for puerto ricans comments
154353,51426,154,3,11,2,0,2,1,1,48,8,48.0,8.0,70,695,31,2017 get âem or donât sweat âem â week 4 comments
84570,42248,41,0,5,2,0,2,2,1,110,29,55.0,29.0,14,297,28,256 years old man breaks the silence before his death and reveals shocking secrets to the world post navigation subscribe to our mailing list
141189,47038,147,3,11,2,0,2,1,1,47,8,47.0,8.0,64,639,30,nflburnnotice mueller cruise all in one day comments
153759,51228,159,3,11,2,0,2,1,1,55,8,55.0,8.0,65,661,30,hannity continues smack down on maddow in 9 pm news war comments
140355,46760,149,3,11,2,0,2,1,1,64,8,64.0,8.0,65,639,30,nfl players kneel despite trumps fresh call for protests to end comments
140229,46718,148,3,11,2,0,2,1,1,77,8,77.0,8.0,65,636,30,russell witcher talks about coming out memoir healing balm of sacred music comments
145947,48624,152,3,11,2,0,2,1,1,21,8,21.0,8.0,64,650,31,gfans bid cain adieu comments
165000,54975,151,3,11,6,0,6,1,1,94,8,94.0,8.0,67,682,32,102 games bucs clinch in 74 boston evens ws goose teke at 72 triplebill game stories comments
154209,51378,150,3,11,5,0,5,1,1,93,8,93.0,8.0,66,667,32,101 happenings hbd specs jim vance max swipes 51 oconnell deal danny quits more comments
144630,48185,153,3,11,2,0,2,1,1,39,8,39.0,8.0,65,650,30,save the children – af branco cartoon comments
139551,46492,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,18yearold reportedly raped after arrest by onduty nypd officers comments
139752,46559,149,3,11,2,0,2,1,1,57,8,57.0,8.0,65,639,30,why are universities becoming targets for racist attacks comments
146184,48703,154,3,11,2,0,2,1,1,56,8,56.0,8.0,68,657,31,report jets sign running backreturn man travaris cadet comments
167580,55835,153,3,11,2,0,2,1,1,20,8,20.0,8.0,68,720,32,bottom 5 yinzerisms comments
148182,49369,149,3,11,3,0,3,1,1,34,8,34.0,8.0,65,653,32,bucs go quietly into the night 61 comments
144387,48104,150,3,11,2,0,2,1,1,6,8,6.0,8.0,65,646,30,guilty comments
149208,49711,155,3,11,2,0,2,1,1,52,8,52.0,8.0,68,700,32,forte leggett out shell doubtful â injury report comments
146100,48675,148,3,11,2,0,2,1,1,71,8,71.0,8.0,64,657,34,streaming defenses 2016 week 4 which offense do we want to exploit comments
199098,66341,165,3,11,2,0,2,1,1,62,8,62.0,8.0,80,705,32,passing game film review â good mccown â week 3 dolphins comments
148740,49555,151,3,11,2,0,2,1,1,47,8,47.0,8.0,65,650,32,florida state’s season is in a heap of trouble comments
142476,47467,152,3,11,2,0,2,1,1,62,8,62.0,8.0,64,646,30,president donald trump’s schedule for monday october 10 2017 comments
148617,49514,153,3,11,2,0,2,1,1,40,8,40.0,8.0,68,672,33,postgame recap jets beat browns 1714 comments
139803,46576,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,texans’ player donates first game check to workers effected by harvey comments
157125,52350,148,3,11,5,0,5,1,1,37,8,37.0,8.0,65,677,34,blackhawks at detroit 42 win recap comments
151794,50573,148,3,11,2,0,2,1,1,72,8,72.0,8.0,65,660,33,the ditch list breaking down four players it may be time to cut bait on comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
149730,49885,160,3,11,3,0,3,1,1,51,8,51.0,8.0,70,694,30,2017 fantasy football tight end rankings â week 4 comments
137619,45848,147,3,11,2,0,2,1,1,39,8,39.0,8.0,64,633,30,helicopter money coming michael pento comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
142296,47407,151,3,11,2,0,2,1,1,61,8,61.0,8.0,64,645,30,president donald trump’s schedule for sunday october 1 2017 comments
151644,50523,153,3,11,3,1,4,1,1,39,8,39.0,8.0,64,689,33,week 5 rankings 2017 top 15 defenses comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
144093,48006,150,3,11,2,0,2,1,1,40,8,40.0,8.0,64,666,31,ravens vs steelers – fridaygame status comments
78042,38984,44,0,5,2,0,2,2,1,83,29,41.5,29.0,13,293,31,illuminati exposed their plan to use food to depopulate and kill us post navigation subscribe to our mailing list
144912,48279,151,3,11,2,0,2,1,1,62,8,62.0,8.0,64,645,30,cuts off critic of leftist san juan mayor during interview comments
153489,51138,148,3,11,2,0,2,1,1,26,8,26.0,8.0,64,680,32,gotw preston v sunderland comments
165951,55292,148,3,11,2,0,2,1,1,94,8,94.0,8.0,65,677,32,10 important stories from 092517 box scores haniger’s big night judge makes history more comments
59652,19859,48,1,2,5,0,5,2,0,105,0,52.5,0.0,7,192,24,we cant find that page yet feel free to let us know about it maybe we have what youre looking for here
143346,47757,153,3,11,3,0,3,1,1,34,8,34.0,8.0,64,656,30,white house press briefing 92717 comments
152739,50888,161,3,11,2,0,2,1,1,89,8,89.0,8.0,68,668,32,texans qb deshaun watson gives his game check to three women impacted by hurricane harvey comments
160482,53469,156,3,11,2,0,2,1,1,31,8,31.0,8.0,68,695,32,fantasy football week 4 advice comments
164877,54934,151,3,11,2,0,2,1,1,75,8,75.0,8.0,65,721,33,ranking the power 5 football conferences after week 3 with playoff analysis comments
142194,47373,152,3,11,2,0,2,1,1,55,8,55.0,8.0,64,646,30,the walking dead season 8 season premiere sneak peak comments
151053,50326,157,3,11,2,0,2,1,1,67,8,67.0,8.0,68,664,32,jets add pair of free agent defenders to front seven donahue to ir comments
139482,46469,149,3,11,2,0,2,1,1,49,8,49.0,8.0,65,639,30,hundreds injured as police shut down catalan vote comments
144744,48223,151,3,11,2,0,2,1,1,64,8,64.0,8.0,64,645,30,president donald trump’s schedule for wednesday october 4 2017 comments
150912,50279,151,3,11,2,0,2,1,1,27,8,27.0,8.0,64,658,30,dealing with the disconnect comments
140382,46769,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,employers can now refuse to pay for birth control thanks to trump comments
140202,46709,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,austrias islamophobic burqa ban criminalizes muslim women comments
139947,46624,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,las vegas shooting makes country guitarist change his mind on guns comments
157275,52400,155,3,11,2,0,2,1,1,33,8,33.0,8.0,66,705,31,a new black belt in temple karate comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139110,46345,147,3,11,2,0,2,1,1,33,8,33.0,8.0,64,632,31,la releases first single showtime comments
162243,54056,151,3,11,6,0,6,1,1,71,8,71.0,8.0,67,679,32,929 through the 40s hbd cannonball paul camnitz clan game stories comments
147297,49074,148,3,11,2,0,2,1,1,60,8,60.0,8.0,65,638,30,report chicago bulls working on an extension for gar forman comments
139569,46498,149,3,11,2,0,2,1,1,67,8,67.0,8.0,65,639,30,woman throws drink on lakers fans who took a knee during the anthem comments
145197,48374,151,3,11,2,0,2,1,1,63,8,63.0,8.0,64,645,30,undercover in antifa tactics and media support exposed video comments
183909,61278,170,3,13,3,0,3,1,1,40,8,40.0,8.0,69,771,36,twominute drill believe in the chiefs comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
158550,52825,150,3,11,5,0,5,1,1,73,8,73.0,8.0,66,666,32,108 hbd tom donie danny catfish spanky hans 2 cannonball coming comments
148881,49602,160,3,11,3,0,3,1,1,48,8,48.0,8.0,70,689,30,2017 fantasy football kicker rankings â week 4 comments
148377,49434,153,3,11,2,0,2,1,1,47,8,47.0,8.0,68,668,31,postgame recap jets beat jaguars in ot 2320 comments
139659,46528,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,everything was burned rohingya remain doubtful of myanmars promises comments
141948,47291,152,3,11,2,0,2,1,1,33,8,33.0,8.0,64,646,30,bloody luck – af branco cartoon comments
161442,53789,160,3,11,2,0,2,1,1,34,8,34.0,8.0,71,703,32,yea we are in the playoffs but comments
145029,48318,156,3,11,2,0,2,1,1,63,8,63.0,8.0,64,654,30,trump ‘i might have made a mistake’ supporting strange video comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
165000,54975,151,3,11,6,0,6,1,1,94,8,94.0,8.0,67,682,32,102 games bucs clinch in 74 boston evens ws goose teke at 72 triplebill game stories comments
143556,47827,153,3,11,2,0,2,1,1,31,8,31.0,8.0,68,650,30,tailgating â dolphins vs jets comments
150594,50173,154,3,13,3,0,3,1,1,48,8,48.0,8.0,69,671,32,bump stock sales surge after use by vegas gunman comments
140886,46937,150,3,11,2,0,2,1,1,30,8,30.0,8.0,65,639,30,quantum computer in a nutshell comments
165000,54975,151,3,11,6,0,6,1,1,94,8,94.0,8.0,67,682,32,102 games bucs clinch in 74 boston evens ws goose teke at 72 triplebill game stories comments
139851,46592,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,will security measures change in response to mass shootings comments
145092,48339,151,3,11,2,0,2,1,1,77,8,77.0,8.0,64,645,30,feds international plot to shoot up concerts attack nyc foiled – 3 arrested comments
152661,50862,163,3,11,3,0,3,1,1,45,8,45.0,8.0,70,713,30,2017 fantasy football idp rankings â week 5 comments
140172,46699,149,3,11,2,0,2,1,1,59,8,59.0,8.0,65,639,30,after alleged moron remark tillerson strokes trumps ego comments
139515,46480,149,3,11,2,0,2,1,1,61,8,61.0,8.0,65,639,30,madagascar plague kills 20 amid unusually rapid rise in cases comments
139965,46630,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,trump’s kids allegedly used political clout to get fraud case dropped comments
139941,46622,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,sheriff won’t charge the teens who talked about lynching a student comments
142476,47467,152,3,11,2,0,2,1,1,62,8,62.0,8.0,64,646,30,president donald trump’s schedule for monday october 10 2017 comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
311535,103820,202,3,39,9,0,9,1,1,72,8,72.0,8.0,140,1363,35,las vegas false flag excop points out mystery in vegas shooting window comments
142047,47324,150,3,11,2,0,2,1,1,30,8,30.0,8.0,64,652,31,ravens vs steelers – thursday comments
1314,421,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
139947,46624,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,las vegas shooting makes country guitarist change his mind on guns comments
142350,47425,150,3,11,2,0,2,1,1,27,8,27.0,8.0,64,656,31,ravens raiders – thursday comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
143580,47835,150,3,11,2,0,2,1,1,22,8,22.0,8.0,65,647,30,dunderhead of the week comments
166461,55462,168,3,11,2,0,2,1,1,43,8,43.0,8.0,70,711,33,yankees have new weapons for postseason run comments
139659,46528,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,everything was burned rohingya remain doubtful of myanmars promises comments
155604,51843,154,3,11,2,0,2,1,1,41,8,41.0,8.0,68,668,31,monday morning thoughts jets top jaguars comments
145296,48407,147,3,11,2,0,2,1,1,52,8,52.0,8.0,64,632,31,leks returns to music and is doing amazing things comments
140001,46642,149,3,11,2,0,2,1,1,63,8,63.0,8.0,65,639,30,“racist propaganda” librarian rejects books donated by melania comments
145749,48558,148,3,11,3,0,3,1,1,64,8,64.0,8.0,64,669,33,three streaming options for the final weekend of the 2017 season comments
139911,46612,149,3,11,2,0,2,1,1,65,8,65.0,8.0,65,639,30,nevadas lax gun laws let anyone carry an assault rifle in public comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
147582,49169,156,3,11,2,0,2,1,1,102,8,102.0,8.0,68,657,31,nick folkâs days in tampa numbered as buccaneers to bring in kickers following his disaster thursday comments
156012,51979,155,3,13,4,0,4,1,1,64,8,64.0,8.0,70,705,34,2018 player to avoid don’t buy into avisail garcia’s “breakout” comments
145083,48336,151,3,11,2,0,2,1,1,70,8,70.0,8.0,64,645,30,california’s bullet button ban has only led to more featureless rifles comments
139680,46535,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,king salman’s favorite golden escalator betrays him on visit to moscow comments
77006,38466,43,0,5,2,0,2,2,1,91,29,45.5,29.0,13,302,30,texas woman claims she became pregnant after she was raped by the family pig texas woman claims she became pregnant after she was raped by the family pig post navigation subscribe to our mailing list
145179,48368,153,3,11,2,0,2,1,1,43,8,43.0,8.0,65,653,32,please donate to puerto rico relief efforts comments
158526,52817,164,3,11,2,0,2,1,1,60,8,60.0,8.0,64,681,31,populist moore beats establishmentbacked strange in alabama comments
154209,51378,150,3,11,5,0,5,1,1,93,8,93.0,8.0,66,667,32,101 happenings hbd specs jim vance max swipes 51 oconnell deal danny quits more comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
145935,48620,150,3,11,3,0,3,1,1,71,8,71.0,8.0,64,663,34,streaming defenses 2017 week 5 which offense do we want to exploit comments
140112,46679,149,3,11,2,0,2,1,1,58,8,58.0,8.0,65,639,30,trump says iran has not lived up to spirit of nuclear deal comments
146034,48653,155,3,11,2,0,2,1,1,30,8,30.0,8.0,68,657,31,jets place charone peake on ir comments
155892,51939,150,3,11,5,0,5,1,1,63,8,63.0,8.0,66,666,32,106 postseason ws beat bostonlose two to ny playoff split comments
164949,54958,158,3,11,2,0,2,1,1,72,8,72.0,8.0,64,689,33,green bay packers want fans in stands to link arms for âuniversityâ comments
147600,49175,148,3,11,2,0,2,1,1,59,8,59.0,8.0,64,644,30,the nfl swirling down the death spiral of popularityâ¦fast comments
139923,46616,149,3,11,2,0,2,1,1,64,8,64.0,8.0,65,639,30,a billboard in the bay area confirms its time to impeach trump comments
78710,39318,42,0,5,2,0,2,2,1,97,29,48.5,29.0,14,300,31,woman births biracial baby tells husband it was from random sperm in the jacuzzi when mark smith found out that he was about to be a father his exciteme woman births biracial baby tells husband it was from random sperm in the jacuzzi post navigation subscribe to our mailing list
161673,53866,148,3,11,3,1,4,1,1,44,8,44.0,8.0,65,691,33,week 5 rankings 2017 top 40 running backs comments
139791,46572,149,3,11,2,0,2,1,1,48,8,48.0,8.0,65,639,30,judge awards alleged rapist with parental rights comments
147603,49176,149,3,11,2,0,2,1,1,79,8,79.0,8.0,65,651,31,las vegas hell strange facts and incosistencies via jay dyer red ice video comments
142356,47427,150,3,11,2,0,2,1,1,27,8,27.0,8.0,64,656,31,ravens raiders – thursday comments
151212,50379,155,3,11,2,0,2,1,1,36,8,36.0,8.0,64,660,30,president trump is the divisive one comments
139812,46579,149,3,11,2,0,2,1,1,60,8,60.0,8.0,65,639,30,is the tech industry fighting white supremacy or fueling it comments
1317,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
142062,47329,150,3,11,2,0,2,1,1,31,8,31.0,8.0,64,652,31,ravens vs steelers – wednesday comments
150438,50121,161,3,11,3,0,3,1,1,51,8,51.0,8.0,70,699,30,2017 fantasy football tight end rankings â week 5 comments
146691,48872,156,3,11,2,0,2,1,1,55,8,55.0,8.0,68,661,31,packers rb ty montgomery doubtful sunday against dallas comments
140004,46643,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,nra’s dana loesch says if guns are banned so should “feet and fists” comments
140181,46702,149,3,11,2,0,2,1,1,65,8,65.0,8.0,65,639,30,us approves possible 15bn sale of thaad missiles to saudi arabia comments
158388,52771,160,3,11,2,0,2,1,1,113,8,113.0,8.0,65,701,38,podcast â hokiesmashasd ethanmoore talk clemson’s historic september and acc football with ralphdrussoap comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
158523,52816,150,3,11,5,0,5,1,1,89,8,89.0,8.0,65,720,34,thursday night start ‘em or sit ‘em week 5 chris hogan doug martin james white more comments
139803,46576,149,3,11,2,0,2,1,1,67,8,67.0,8.0,65,639,30,sticker proclaiming ‘kkk wants you’ found at a portland high school comments
148743,49556,150,3,11,3,0,3,1,1,55,8,55.0,8.0,65,672,34,quick hit will mitch trubisky be worth owning in 2018 comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
169890,56605,162,3,13,3,0,3,1,1,68,8,68.0,8.0,77,739,33,the chicago bears versus the green bay packers quick injury analysis comments
139896,46607,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,trumps actions reveal he has the mindset of a slave plantation owner comments
200304,66743,148,3,11,2,0,2,1,1,62,8,62.0,8.0,70,1542,32,chicitysports fantasy review week 4 fantasy football rankings comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
156774,52233,150,3,11,5,0,5,1,1,82,8,82.0,8.0,66,667,32,108 postseason ws wins in 09 25 losses in 03 27 60 1of3 in playoffs comments
152820,50915,150,3,11,3,0,3,1,1,44,8,44.0,8.0,66,669,32,bucs finish up homestand on winning note 53 comments
144054,47993,151,3,11,2,0,2,1,1,63,8,63.0,8.0,64,645,30,liberal zealots force museum to remove ‘racist’ dr seuss mural comments
164607,54844,151,3,11,6,0,6,1,1,103,8,103.0,8.0,67,684,32,103 happenings hbd cap johnny dog tomato ismael wil alex frankie gene hired clarke retires comments
139866,46597,149,3,11,2,0,2,1,1,64,8,64.0,8.0,65,639,30,trump administration proposes historic low refugee cap of 45000 comments
150351,50092,157,3,11,2,0,2,1,1,80,8,80.0,8.0,68,662,32,titans wr rishard matthews âi plan to kneel until the president apologizesâ comments
145041,48322,152,3,11,2,0,2,1,1,56,8,56.0,8.0,64,646,30,mlb post season sunday who’s playing and where to watch comments
153390,51105,155,3,11,2,0,2,1,1,37,8,37.0,8.0,64,661,33,ravens fall to steelers 269 at home comments
139902,46609,149,3,11,2,0,2,1,1,67,8,67.0,8.0,65,639,30,trump backed candidate loses senate seat to controversial roy moore comments
237153,79026,148,3,11,2,0,2,1,1,62,8,62.0,8.0,70,1541,31,chicitysports fantasy review week 5 fantasy football rankings comments
147564,49163,151,3,11,2,0,2,1,1,55,8,55.0,8.0,65,645,31,st louis cardinals plunk anthony rizzo in first at bat comments
143070,47665,152,3,11,2,0,2,1,1,71,8,71.0,8.0,64,650,31,ciderbraised pork shoulder – pork stewed in a creamy apple cider sauce comments
149754,49893,148,3,11,2,0,2,1,1,65,8,65.0,8.0,64,649,30,arrogant school librarian too good for melania trumpâs donation comments
139308,46411,149,3,11,2,0,2,1,1,62,8,62.0,8.0,65,639,30,neonazis with tiki torches descend upon charlottesville again comments
195840,65255,153,3,11,2,0,2,1,1,86,8,86.0,8.0,65,869,34,bournemouth gp to appear in court charged with alleged murder plot more 2 oct 17 comments
144978,48301,151,3,11,2,0,2,1,1,54,8,54.0,8.0,64,645,30,tropical storm nate could hit new orleans as hurricane comments
153510,51145,150,3,11,2,0,2,1,1,36,8,36.0,8.0,65,654,32,blackhawks roster breakdown goalies comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
74372,37149,41,0,5,2,0,2,2,1,71,29,35.5,29.0,14,286,29,christopher big black boykin who was the other half of rob dyrdeks hit mtv show rob big has died rob big star christopher ‘big black’ boykin dead at 45 post navigation subscribe to our mailing list
145803,48576,152,3,11,2,0,2,1,1,69,8,69.0,8.0,64,646,30,dallas cowboys owner to bench asses of players disrespecting the flag comments
146985,48970,155,3,11,3,0,3,1,1,53,8,53.0,8.0,70,684,30,2017 fantasy football quarterback rankings â week 4 comments
156753,52226,152,3,11,2,0,2,1,1,61,8,61.0,8.0,65,646,31,jordan howard has fought his whole career for the tough yards comments
144330,48085,151,3,11,2,0,2,1,1,53,8,53.0,8.0,65,650,30,philip k dickâs electric dreams official trailer comments
145335,48420,151,3,11,2,0,2,1,1,83,8,83.0,8.0,64,645,30,45foot tall naked woman statue on itâs way to washington to fight the patriarchy comments
156414,52113,151,3,11,2,0,2,1,1,31,8,31.0,8.0,64,715,32,201718 ashes aussies to watch comments
144900,48275,155,3,11,2,0,2,1,1,22,8,22.0,8.0,68,653,31,freddie bishop returns comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
148032,49319,154,3,13,3,0,3,1,1,36,8,36.0,8.0,70,675,32,living on bitcoin for a week video comments
145935,48620,150,3,11,3,0,3,1,1,71,8,71.0,8.0,64,663,34,streaming defenses 2017 week 5 which offense do we want to exploit comments
178908,59611,162,3,11,2,0,2,1,1,31,8,31.0,8.0,64,725,35,london no cup o’ tea for oline comments
193779,64568,181,3,11,2,0,2,1,1,23,8,23.0,8.0,64,741,33,ravens rebound with win comments
143073,47666,152,3,11,2,0,2,1,1,71,8,71.0,8.0,64,650,31,ciderbraised pork shoulder – pork stewed in a creamy apple cider sauce comments
148962,49629,161,3,11,3,0,3,1,1,54,8,54.0,8.0,70,691,30,2017 fantasy football team defense rankings â week 4 comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
154662,51529,150,3,11,5,0,5,1,1,98,8,98.0,8.0,66,666,32,930 expo parkforbes field era temple cup 08 race mo bros kiner wallops herman deal k mart comments
140082,46669,148,3,11,2,0,2,1,1,67,8,67.0,8.0,65,636,30,feedspot names gmf as one of top 50 gospel music blogs and websites comments
167142,55689,151,3,11,5,0,5,1,1,57,8,57.0,8.0,66,727,35,regular season openerblackhawks vs penguins101 win recap comments
164295,54740,148,3,11,3,1,4,1,1,82,8,82.0,8.0,65,691,33,week 4 rankings 2017 top 40 running backs new names emerging as viable options comments
139614,46513,149,3,11,2,0,2,1,1,58,8,58.0,8.0,65,639,30,huge gas explosion sends giant fireball in ghana’s capital comments
145407,48444,152,3,11,2,0,2,1,1,55,8,55.0,8.0,64,646,30,spacex launched 10 satellites monday video and images comments
76046,37986,42,0,5,2,0,2,2,1,63,29,31.5,29.0,13,289,28,a georgia woman is being charged in connection to the death of her 1yearold daughter who died in a hot car last month while having her hair done baby dies in hot car while mother gets hair done post navigation subscribe to our mailing list
158766,52897,159,3,11,2,0,2,1,1,114,8,114.0,8.0,65,704,37,podcast â hokiesmashasd talkinaccsports review week 4 preview week 5 in acc football with treadmillhorse comments
160002,53309,159,3,11,2,0,2,1,1,115,8,115.0,8.0,65,710,38,podcast â hokiesmashasd talkinaccsports review week 3 preview week 4 in acc football with ahammsportsgeek comments
148239,49388,148,3,11,2,0,2,1,1,60,8,60.0,8.0,64,646,31,obamaâs deep state 78 appointees burrowed into government comments
263703,87876,202,3,39,7,0,7,1,1,59,8,59.0,8.0,156,1009,32,shock report one third of us government satanic pedophiles comments
144756,48227,148,3,11,2,0,2,1,1,49,8,49.0,8.0,64,640,31,dave doeren has finally gotten that signature win comments
160359,53428,151,3,11,6,0,6,1,1,101,8,101.0,8.0,67,672,32,925 happenings bucs clinch in 60 nh gm hbd dave dick tony vanimal wilson williams records comments
149595,49840,152,3,11,3,0,3,1,1,65,8,65.0,8.0,64,672,31,president donald trump’s schedule for tuesday september 26 2017 comments
150390,50105,156,3,11,3,0,3,1,1,54,8,54.0,8.0,70,709,30,2017 fantasy football running back rankings â week 5 comments
150435,50120,161,3,11,3,0,3,1,1,51,8,51.0,8.0,70,699,30,2017 fantasy football tight end rankings â week 5 comments
1314,421,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
158832,52919,160,3,11,2,0,2,1,1,24,8,24.0,8.0,64,666,30,avoiding another debacle comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
76968,38447,40,0,5,2,0,2,2,1,110,29,55.0,29.0,13,284,31,video shows deadly ride malfunction at state fair – warning may be too graphic for some people post navigation subscribe to our mailing list
140361,46762,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,sweden neonazis clash with antifascists police at yom kippur rally comments
157926,52617,160,3,11,2,0,2,1,1,43,8,43.0,8.0,69,675,32,jeter fires 4 more mattingly could be next comments
145008,48311,151,3,11,2,0,2,1,1,66,8,66.0,8.0,64,645,30,longtime liberal female abuser seeks forgiveness by attacking nra comments
154674,51533,150,3,11,5,0,5,1,1,114,8,114.0,8.0,66,668,32,929 from the 50s forward hbd ken teke takes two alou 2 browns 6inarow cutch walks it off giants finale comments
76014,37970,42,0,5,2,0,2,2,1,78,29,39.0,29.0,13,293,31,the scariest video you have ever watched in the name of science getting to work can sometimes be a chore especially when your job is 1768 ft straight up the scariest video you have ever watched in the name of science post navigation subscribe to our mailing list
183573,61166,171,3,11,2,0,2,1,1,29,8,29.0,8.0,64,729,33,another teamwide poor effort comments
139794,46573,149,3,11,2,0,2,1,1,70,8,70.0,8.0,65,639,30,egypt qualifies for world cup in 27 years amidst political instability comments
139803,46576,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,texans’ player donates first game check to workers effected by harvey comments
146367,48764,151,3,11,2,0,2,1,1,34,8,34.0,8.0,65,672,34,puckin hostile shoutcastepisode 91 comments
163197,54374,148,3,11,2,0,2,1,1,97,8,97.0,8.0,65,673,32,10 important stories from 092917 box scores story’s turn around not buying c anderson more comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
164790,54905,151,3,11,6,0,6,1,1,86,8,86.0,8.0,67,680,32,101 trspnc era wildcard win trs closes freddy takes crown lockes 1st win more comments
146490,48805,152,3,11,2,0,2,1,1,61,8,61.0,8.0,64,653,30,passenger dragged off southwest airlines plane over ‘allergy’ comments
140448,46791,149,3,11,2,0,2,1,1,61,8,61.0,8.0,65,639,30,un blacklists saudiled coalition for killing yemeni children comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139923,46616,149,3,11,2,0,2,1,1,63,8,63.0,8.0,65,639,30,trump’s visit to puerto rico was a disaster of epic proportions comments
75294,37610,42,0,5,2,0,2,2,1,71,29,35.5,29.0,13,286,28,united airlines faces another controversy after a fit and healthy giant rabbit expected to become the worlds biggest died suddenly on one of its planes united airlines kills worlds largest bunny during flight post navigation subscribe to our mailing list
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
139551,46492,149,3,11,2,0,2,1,1,66,8,66.0,8.0,65,639,30,18yearold reportedly raped after arrest by onduty nypd officers comments
140256,46727,149,3,11,2,0,2,1,1,69,8,69.0,8.0,65,639,30,bar owner doesnt think lynch kaepernick doormat is racist really comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
144882,48269,151,3,11,2,0,2,1,1,64,8,64.0,8.0,64,645,30,man gets knuckle sandwich after bursting in on masturbating wife comments
537,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
141003,46976,150,3,11,2,0,2,1,1,34,8,34.0,8.0,65,639,30,north koreaâs nuclear trump card comments
164997,54974,159,3,11,2,0,2,1,1,33,8,33.0,8.0,64,675,33,restructures for several veterans comments
